"name","technology","fuel","nameplate_capacity_mw","status","planning_status","country","admin_division_level_1","date_commercial_operation","date_end_operation","geom_point","latitude","longitude","geom_area","website","note","geom_multipoint","wind_turbine_oem","wind_turbine_model","wind_turbine_type","wind_turbine_rating_mw","wind_turbine_hub_height_m","wind_turbine_qty"
Mt Millar Wind Farm,Wind Turbine - Onshore,Wind - Wind,72.28,Operational,,Australia,South Australia,,,POINT (136.70389575 -33.62550972),-33.62550972,136.7038958,,,,"MULTIPOINT ((136.6792728 -33.6363662), (136.6758308 -33.636233), (136.6731892 -33.6341289), (136.6840468 -33.6359103), (136.6837899 -33.6312008), (136.6811937 -33.6325132), (136.675325 -33.6387964), (136.6718258 -33.6388135), (136.7078927 -33.6178898), (136.7109662 -33.6162241), (136.7143487 -33.6146396), (136.7181377 -33.6120665), (136.7201705 -33.6100892), (136.7225772 -33.6075024), (136.735977 -33.6068794), (136.7338955 -33.6086672), (136.7313911 -33.610184), (136.7289519 -33.6117144), (136.726415 -33.6133395), (136.7243498 -33.6152897), (136.721634 -33.6140302), (136.718528 -33.6147886), (136.7160887 -33.6172262), (136.7136007 -33.6187294), (136.7113077 -33.6206794), (136.7098604 -33.6230898), (136.7074049 -33.6246335), (136.7047501 -33.625813), (136.7012289 -33.6278895), (136.7031997 -33.629717), (136.7006685 -33.6309769), (136.6957183 -33.6307513), (136.6997532 -33.6337764), (136.6880004 -33.6323611), (136.6923465 -33.6326911))",{Enercon},{E70/2000},"{""""}",{2.0},{},{35}
Mt Spring Wind Farm,Wind Turbine - Onshore,Wind - Wind,,Abandoned,,Australia,New South Wales,,,POINT (149.152 -33.398),,,,,,,{},{},{},{},{},{}
Mumbida Wind Farm,Wind Turbine - Onshore,Wind - Wind,55.0,Operational,,Australia,Western Australia,,,POINT (114.9636426 -28.9900864),,,,,,"MULTIPOINT ((114.9544819 -28.9716298), (114.9485452 -28.9745996), (114.9447262 -28.9776144), (114.9501525 -28.9792212), (114.9555257 -28.9815862), (114.9447381 -28.9828737), (114.9752232 -28.9830926), (114.9819105 -28.9833995), (114.9644497 -28.9844336), (114.9701629 -28.985024), (114.9462411 -28.9874076), (114.9541408 -28.9875186), (114.9489537 -28.9912997), (114.9738603 -28.9944089), (114.9825589 -28.9956058), (114.963311 -28.9956941), (114.9493544 -28.9962116), (114.9691268 -28.9970529), (114.9548305 -28.9983557), (114.950377 -29.0006969), (114.9521225 -29.0050388), (114.9571551 -29.008543))",{GE},"{""GE 2.5-100""}","{""""}",{2.75},{},{22}
Murra Warra Wind Farm - Stage 1,Wind Turbine - Onshore,Wind - Wind,225.7,Operational,,Australia,Victoria,2021-01-09,,POINT (142.31819045 -36.43326079),-36.43326079,142.3181905,,,TODO check multipoint for mw1 and 2,"MULTIPOINT ((142.2824705335937 -36.42196257480442), (142.29252604132552 -36.42183162137352), (142.2975907821007 -36.421807811635084), (142.28752541119306 -36.42191495540055), (142.3025716858815 -36.42172844578756), (142.3076019055414 -36.42168082624011), (142.28758952183594 -36.42728584321698), (142.29763763218583 -36.42665294298107), (142.29261234411388 -36.42671047957935), (142.28215491196815 -36.432348859362534), (142.29271344166588 -36.43133906001277), (142.2871506105127 -36.432263552656316), (142.2822190226109 -36.43772696032425), (142.27726770835747 -36.43783804959156), (142.28726896862233 -36.43775870013114), (142.30274922304577 -36.46223416013242), (142.30775971635398 -36.462186565436575), (142.271566792743 -36.44319395060177), (142.27737620329128 -36.4430352625528), (142.2823866965995 -36.443003524904064), (142.2873971899077 -36.44298765607481), (142.2774963283575 -36.44794584115559), (142.28248532835752 -36.44795444115559), (142.28745636896252 -36.44795444115559), (142.27747930973763 -36.45271103835249), (142.29252110973763 -36.45260753835249), (142.2874908900778 -36.45278207365152), (142.28249025994535 -36.45277017352997), (142.27750935616444 -36.4576332044491), (142.28760924818735 -36.45752214352391), (142.29261974149557 -36.45746661300168), (142.28255930217586 -36.457593539851224), (142.2976302348038 -36.45743488125684), (142.2926887837261 -36.46228968724066), (142.27767173771468 -36.46240417917855), (142.28266063771468 -36.462412879178544), (142.29770914021012 -36.462281754799065), (142.2876388377147 -36.46236107917855), (142.2718972091322 -36.46261491664752), (142.26657109419827 -36.46263078146174), (142.26155073771423 -36.46257525459779), (142.25657253771422 -36.46262705459779), (142.25158363771422 -36.46261835459779), (142.25146070886717 -36.457871191610344), (142.25643174947217 -36.45778392973602), (142.261461969132 -36.45773633230864), (142.26649218879183 -36.45776013102598), (142.27184789325318 -36.457696667763514), (142.26644287291288 -36.4528891746633), (142.2717295351436 -36.45282570741491), (142.2716358349736 -36.44795444115559), (142.26626040416068 -36.44326536011793), (142.26634917274288 -36.448033780190094), (142.2612893635556 -36.448033780190094), (142.2612104581492 -36.44309080340686), (142.25632325453842 -36.45292090826801), (142.2563084597748 -36.44807344967691), (142.2561802384894 -36.443201884995695), (142.32866968912816 -36.461779655064575), (142.31722836512543 -36.462012051301826), (142.32364929257355 -36.46190892912849))",{Senvion},{3.7M144},"{""""}",{3.7},{},{61}
Murra Warra Wind Farm - Stage 2,Wind Turbine - Onshore,Wind - Wind,209.0,Operational,,Australia,Victoria,2022-01-10,,POINT (142.3150579 -36.4274599),,,,,TODO check multipoint for mw1 and 2,"MULTIPOINT ((142.35789300606646 -36.42383855766581), (142.34733324347178 -36.42315404246571), (142.363661114566 -36.40698433662583), (142.34142273537134 -36.40790266962043), (142.35771177021113 -36.41926111954525), (142.35688326344348 -36.414230983684234), (142.3365071751304 -36.42326118437363), (142.35688141409798 -36.407892250992525), (142.3471039246342 -36.407807413542095), (142.37445944272545 -36.41595733921781), (142.36948793620385 -36.40624134387646), (142.3693182623378 -36.41603472667072), (142.33544565083437 -36.41352257151741), (142.3528331968793 -36.42317785179137), (142.35743991642784 -36.401328237728364), (142.33713410324208 -36.40120320352268), (142.33585990421815 -36.40792648362176), (142.36370364951168 -36.41593352767832), (142.3471557063072 -36.41830869278771), (142.32426080947317 -36.419832569993055), (142.31763275533316 -36.41982066481828), (142.33116996412372 -36.42332070759195), (142.33260505620302 -36.41838012519969), (142.35825917646815 -36.3912787160859), (142.3470743351069 -36.3912787160859), (142.34139314584402 -36.3913263542704), (142.35210455476673 -36.39118343962933), (142.358630843765 -36.396161478138), (142.363437343765 -36.396161478138), (142.37956363620384 -36.406354743876456), (142.37972637860457 -36.4116592380818), (142.37453313620384 -36.406191743876455), (142.34199973115608 -36.4283591826061), (142.3364960790577 -36.4283948941976), (142.34744420419963 -36.42857345190873), (142.34766797500038 -36.40139373175581), (142.34161568374782 -36.396311826613825), (142.33837809629003 -36.434215168083604))",{GE},"{""GE 5.5-158""}",,{5.5},,{38}
Musselroe Wind Farm,Wind Turbine - Onshore,Wind - Wind,168.0,Operational,,Australia,Tasmania,,,POINT (148.0097387 -40.77981068),-40.77981068,148.0097387,,,,"MULTIPOINT ((148.0026877 -40.7567652), (148.0062201 -40.753622), (147.9659924 -40.7492615), (147.9936164 -40.7585592), (148.0036345 -40.7510903), (147.9748919 -40.7506595), (147.9750943 -40.747956), (147.9888743 -40.7628459), (147.98574853026403 -40.76775495579685), (147.9841563 -40.7732629), (148.0047369 -40.7980799), (147.98727880596434 -40.76529870982023), (148.0111581 -40.7733523), (148.0053913 -40.791909), (147.9845237 -40.7705938), (147.9786739 -40.7866332), (147.9801276 -40.780778), (148.0059787 -40.7607086), (148.0067995 -40.7675386), (148.0063838 -40.7952677), (147.982614 -40.7757532), (148.0060163 -40.7634919), (147.9817101 -40.7842814), (148.0031732 -40.7896347), (147.9932383 -40.7614868), (147.9829332 -40.7787287), (148.0031651 -40.7708539), (148.0059635 -40.7797041), (148.0207891 -40.8007427), (148.033955 -40.7958103), (148.0321794 -40.7931746), (148.0309456 -40.7905997), (148.0395662 -40.7848973), (148.0380749 -40.7824479), (148.020544 -40.798056), (148.017497 -40.7596445), (148.0189132 -40.7632811), (148.0816607 -40.7928984), (148.025756 -40.7830874), (148.0268771 -40.7869054), (148.0155849 -40.7760523), (148.023409 -40.7747567), (148.0148259 -40.7799621), (148.1062228 -40.8086833), (148.1048908 -40.8058478), (148.1018287 -40.8029493), (148.0976284 -40.7990753), (148.0962497 -40.7951199), (148.0941415 -40.7931664), (148.0917382 -40.7909571), (148.0669063 -40.8074443), (148.0676681 -40.8046994), (148.0708867 -40.8033107), (148.0326357 -40.7986327), (147.9681165 -40.7514691), (147.9875808 -40.7647266))",{Vestas},"{"" V90/3000""}","{""""}",{3.0},{},{56}
Naroghid,Wind Turbine - Onshore,Wind - Wind,100.0,Development,,Australia,Victoria,,,,,,,,,,,,,,,
Newcastle Offshore Wind,Wind Turbine - Offshore,Wind - Wind,1395.0,Development,,Australia,New South Wales,,,,,,,,,,,,,,,
Nine Mile Beach Wind Farm,Wind Turbine - Offshore,Wind - Wind,3.6,Operational,,Australia,Western Australia,2003-01-01,,POINT (121.7792501 -33.8934658),,,,,Estimated dates;,"MULTIPOINT ((121.7763767 -33.8908947), (121.7794688 -33.8912249), (121.7775724 -33.8931822), (121.7834574 -33.8948454), (121.7793008 -33.8954011), (121.7820327 -33.896752))",{Enercon},{E44/600},{},{0.6},{46.0},{6}
Nonowie Wind Farm,Wind Turbine - Onshore,Wind - Wind,1015.0,Development,,Australia,New South Wales,,,,,,,,,,,,,,,
North East Wind,Wind Turbine - Onshore,Wind - Wind,1260.0,Development,,Australia,Tasmania,,,,,,,,,,,,,,,
North Stradbroke Island Wind Farm,Wind Turbine - Onshore,Wind - Wind,15.0,Unknown,,Australia,Queensland,,,POINT (153.46 -27.555),,,,,Source:https://en.wikipedia.org/wiki/List_of_wind_farms_in_Queensland,,{},{},{},{},{},{}
Novocastrian Offshore Wind Farm,Wind Turbine - Offshore,Wind - Wind,2000.0,Development,,Australia,New South Wales,2031-01-01,,,,,,,,,,,,,,
NSW Energy Cluster,Wind Turbine - Onshore,Wind - Wind,500.0,Development,,Australia,New South Wales,,,,,,,,,,,,,,,
Nyaninyuk Wind Farm,Wind Turbine - Onshore,Wind - Wind,300.0,Development,,Australia,Victoria,,,,,,,,,,,,,,,
Oaklands Hill Wind Farm,Wind Turbine - Onshore,Wind - Wind,67.2,Operational,,Australia,Victoria,,,POINT (142.54672479 -37.6870595),-37.6870595,142.5467248,,,,"MULTIPOINT ((142.5668818 -37.6556618), (142.5641059 -37.6590115), (142.5607732 -37.6606176), (142.5822688 -37.6624606), (142.5721832 -37.6668038), (142.5656073 -37.6727565), (142.5785865 -37.6749416), (142.5927846 -37.6865519), (142.5538356 -37.6879408), (142.540454 -37.6880756), (142.5363281 -37.6898917), (142.5914836 -37.6905442), (142.5873075 -37.6907302), (142.5958615 -37.6908173), (142.5832999 -37.6910028), (142.5287368 -37.6911174), (142.5155206 -37.69177), (142.568537 -37.6918966), (142.600778 -37.6919556), (142.5795916 -37.6921583), (142.5741691 -37.6928372), (142.5251102 -37.69346), (142.5965866 -37.6938323), (142.5192687 -37.6943594), (142.5706589 -37.6954655), (142.5410166 -37.6958024), (142.566804 -37.696224), (142.5155873 -37.6962405), (142.5365682 -37.6964531), (142.581983 -37.6970954), (142.5794812 -37.6885469), (142.5750931 -37.6552056))",{Suzlon},{S88/2100},"{""""}",{2.1},{},{32}
Orsted Gippsland A&B Windfarm,Wind Turbine - Offshore,Wind - Wind,2819.9,Development,,Australia,Victoria,,,,,,,,,,,,,,,
Orsted Gippsland C Windfarm,Wind Turbine - Offshore,Wind - Wind,2819.9,Development,,Australia,Victoria,,,,,,,,,,,,,,,
Paling Yards Wind Farm,Wind Turbine - Onshore,Wind - Wind,286.7,Development,,Australia,New South Wales,,,,,,,,,,,,,,,
Palmer Wind Farm,Wind Turbine - Onshore,Wind - Wind,294.0,Development,,Australia,South Australia,,,,,,,,,,,,,,,
Penshurst Wind Farm,Wind Turbine - Onshore,Wind - Wind,758.0,Abandoned,,Australia,Victoria,,,POINT (151.088 -33.9643),,,,,Source: https://reneweconomy.com.au/res-drops-758mw-wind-farm-proposal-amid-victoria-boom-61057/,,{},{},{},{},{},{}
Piambong Wind Farm,Wind Turbine - Onshore,Wind - Wind,632.4,Development,,Australia,New South Wales,2028-01-12,,,,,,,,,,,,,,
Port Augusta Renewable Energy Park - Wind Farm,Wind Turbine - Onshore,Wind - Wind,210.0,Operational,,Australia,South Australia,,,POINT (137.904187 -32.5981951),,,,,,"MULTIPOINT ((137.8454644 -32.5581822), (137.8495871 -32.557162), (137.85543 -32.5556836), (137.8413698 -32.5709801), (137.8463326 -32.5697141), (137.8512992 -32.5684581), (137.8562816 -32.5671822), (137.8479368 -32.5804538), (137.85297 -32.5792558), (137.8579098 -32.5779878), (137.862943 -32.5766936), (137.8678932 -32.5754692), (137.8729472 -32.5742449), (137.8548775 -32.5901783), (137.8590066 -32.5891711), (137.8640008 -32.5878921), (137.8689793 -32.5866728), (137.8739892 -32.5853806), (137.8789676 -32.584148), (137.8808086 -32.5958264), (137.8859798 -32.595389), (137.8891348 -32.6048813), (137.8941212 -32.6036622), (137.8807636 -32.6310301), (137.8768233 -32.6322952), (137.885414 -32.6294811), (137.8901463 -32.6279254), (137.8850066 -32.6407066), (137.8892653 -32.6392191), (137.8935651 -32.6377085), (137.8977416 -32.6357539), (137.9429511 -32.6297371), (137.9517467 -32.6281805), (137.9567945 -32.6272989), (137.9619032 -32.6264044), (137.9670042 -32.6255388), (137.9514931 -32.584189), (137.9456723 -32.5862043), (137.940898 -32.5879663), (137.9330427 -32.5902065), (137.9293649 -32.5911181), (137.9258182 -32.5922219), (137.9206363 -32.5936444), (137.9153234 -32.5950874), (137.9377844 -32.6091404), (137.9426849 -32.6077426), (137.947464 -32.6061445), (137.9524373 -32.6046608), (137.9102894 -32.5966196), (137.9054164 -32.5983337))",{Vestas},{V150},,{4.2},,{50}
Port Gregory Microgrid - Wind,Wind Turbine - Onshore,Wind - Wind,2.5,Operational,,Australia,Western Australia,,,POINT (114.2483572 -28.1008634),,,,http://www.advancedenergy.net.au/generation/port-gregory-wind-solar-farm/,,"MULTIPOINT ((114.24821133618136 -28.100310502523016), (114.25001585936292 -28.102048170714493), (114.25106073533082 -28.103460323879776), (114.2520189595253 -28.104450157643548), (114.24712385642472 -28.099195144219), (115.39033805130235 -30.8728300507764), (115.39043697874364 -30.875134375622505), (115.39279390698086 -30.874037999893005), (115.39187250979006 -30.871048158584717), (115.39344957206644 -30.8687573712919), (115.39097421973885 -30.8677458374001), (115.39250795612851 -30.86641074507617), (115.39358532651137 -30.864245054381236), (115.39030988947583 -30.862618584782727), (115.39514505843312 -30.862611146596187))",{Enercon},"{""Enercon E40/500""}",{},{0.5},{},{5}
Port Latta Wind Farm,Wind Turbine - Onshore,Wind - Wind,21.0,Development,,Australia,Tasmania,,,,,,,,,,,,,,,
Portland Wind Farm Stage 1 - Yambuk,Wind Turbine - Onshore,Wind - Wind,30.0,Operational,,Australia,Victoria,,,POINT (142.0089255 -38.3071398),,,,,,"MULTIPOINT ((141.9814505 -38.2897367), (141.9841808 -38.2910961), (141.989175 -38.2980148), (141.9911542 -38.2999142), (142.0079243 -38.3050272), (142.0118199 -38.3069668), (142.0156243 -38.3082807), (142.005669 -38.3083432), (142.0153168 -38.3113016), (142.0102138 -38.3113731), (142.0174924 -38.3126244), (142.0202706 -38.3150039), (142.0230657 -38.3159999), (142.0258491 -38.3171878), (142.0281551 -38.3183848), (142.0298088 -38.3202944), (142.0354106 -38.3208609), (142.0318935 -38.3215462), (142.034642 -38.3225878), (142.0364005 -38.324543))","{""Neg Micon""}",{NM72C/1500},"{""""}",{1.5},{},{20}
Portland Wind Farm Stage 2 - Cape Bridgewater,Wind Turbine - Onshore,Wind - Wind,58.0,Operational,,Australia,Victoria,,,POINT (141.3868955 -38.3625698),,,,,,"MULTIPOINT ((141.4000008 -38.3421548), (141.404418 -38.3451573), (141.3996991 -38.3453657), (141.405007 -38.3476865), (141.4023351 -38.3487061), (141.3980846 -38.3525379), (141.3865316 -38.3531205), (141.3896344 -38.3533064), (141.3853249 -38.3550693), (141.3904963 -38.3560268), (141.3973838 -38.3564848), (141.3772203 -38.3699571), (141.3697592 -38.3699624), (141.373736 -38.370585), (141.382335 -38.3709364), (141.3713757 -38.3726823), (141.3805178 -38.373079), (141.3751873 -38.3730824), (141.368784 -38.3736409), (141.3785606 -38.3747432), (141.3743784 -38.3755818), (141.3695705 -38.3757834), (141.379714 -38.3767857), (141.3709227 -38.3777317), (141.3749736 -38.3777823), (141.3775018 -38.3794884), (141.3729481 -38.3797868), (141.3759288 -38.3815097), (141.3795201 -38.3829848))",{Repower},{MM82},"{""""}",{2.0},{69.0},{29}
Portland Wind Farm Stage 3 - Cape Nelson South,Wind Turbine - Onshore,Wind - Wind,44.0,Operational,,Australia,Victoria,,,POINT (141.5461806 -38.4060118),,,,,,"MULTIPOINT ((141.5291947 -38.4165384), (141.5265792 -38.4139349), (141.5278323 -38.4118771), (141.5299833 -38.4102669), (141.5337715 -38.4066927), (141.5327152 -38.4043487), (141.5331715 -38.409055), (141.5479698 -38.4148714), (141.5526279 -38.4137994), (141.553395 -38.4115251), (141.5537905 -38.4089658), (141.5542729 -38.406586), (141.556038 -38.4015872), (141.5630073 -38.4016076), (141.5638801 -38.3988104), (141.5657821 -38.3956965), (141.5611575 -38.3962988), (141.5576793 -38.3949716), (141.5573537 -38.3982897), (141.5522341 -38.3997088), (141.5486517 -38.4170418), (141.5528985 -38.417052))",{Repower},{MM82},"{""""}",{2.0},{69.0},{22}
Portland Wind Farm Stage 4 - Cape Sir William Grant,Wind Turbine - Onshore,Wind - Wind,47.2,Operational,,Australia,Victoria,,,POINT (141.5371678 -38.366476),,,,https://www.pacificblue.com.au/our-energy-production/operating-sites/cape-nelson-nth-sir-william-grant-wind-farm,TODO Cape Nelson North/Sir William Grant wind farm,"MULTIPOINT ((141.6083995 -38.3900619), (141.603813 -38.3892052), (141.5986846 -38.3880174), (141.6132918 -38.3903671), (141.6181895 -38.3949311), (141.6243613 -38.3985037), (141.6216469 -38.4006919), (141.6199356 -38.3983397), (141.6228136 -38.395628), (141.6376652 -38.3903937), (141.6321734 -38.3912173), (141.6259561 -38.3925375), (141.5344520534496 -38.36935942266954), (141.54186284891296 -38.368713005807514), (141.53944183020212 -38.37241207630385), (141.54395979425308 -38.374269013132434), (141.54928317594607 -38.37244196701247), (141.554187168571 -38.37020386605699), (141.5473863935702 -38.36771534533004), (141.53000319327907 -38.364550391303105), (141.538653092807 -38.36349662147221), (141.52467981158617 -38.358720833981614), (141.52016661332004 -38.36196825428005))",{Repower},{MM82},"{""""}",{2.05},{80.0},{23}
Prairie WF & Wongalee WF,Wind Turbine - Onshore,Wind - Wind,,Development,,Australia,Queensland,2027-01-12,,,,,,,,,,,,,,
Prairie WF & Wongalee WF,Wind Turbine - Onshore,Wind - Wind,,Development,,Australia,Queensland,2027-01-12,,,,,,,,,,,,,,
Rabbit Ridge Wind Farm,Wind Turbine - Onshore,Wind - Wind,11.0,Abandoned,,Australia,Queensland,,,POINT (153.0294 -27.4714),,,,,Source: Gem Wiki,,{},{},{},{},{},{}
Rangoon Wind Farm,Wind Turbine - Onshore,Wind - Wind,114.0,Development,,Australia,New South Wales,,,,,,,,,,,,,,,
Rifle Butts Wind Farm,Wind Turbine - Onshore,Wind - Wind,40.0,Development,,Australia,Victoria,,,,,,,,,,,,,,,
Robbins Island Wind Farm,Wind Turbine - Onshore,Wind - Wind,929.0,Development,,Australia,Tasmania,,,,,,,,,,,,,,,
Ruby Hills North Wind Farm ,Wind Turbine - Onshore,Wind - Wind,,Development,,Australia,New South Wales,2028-01-09,,,,,,,,,,,,,,
Ruby Hills South Wind Farm,Wind Turbine - Onshore,Wind - Wind,,Development,,Australia,New South Wales,2029-01-10,,,,,,,,,,,,,,
Ryan Corner Wind Farm,Wind Turbine - Onshore,Wind - Wind,218.4,Development,,Australia,Victoria,2024-01-03,,,,,,,,,,,,,,
Rye Park Wind Farm,Wind Turbine - Onshore,Wind - Wind,396.0,Construction,,Australia,New South Wales,2024-01-07,,POINT (148.9532541 -34.6330637),,,,,,"MULTIPOINT ((148.9303766 -34.4728439), (148.930032 -34.4682192), (148.9312516 -34.4649176), (148.9321176 -34.4616629), (148.9356302 -34.4589209), (148.9300279 -34.4551631), (148.9212262 -34.4496183), (148.9223754 -34.4461502), (148.9199254 -34.4526522), (148.919607 -34.4575229), (148.9436813 -34.4891157), (148.9446791 -34.49298), (148.94384562371758 -34.49733032895447), (148.9492013 -34.4996206), (148.9545389 -34.5022289), (148.9668985 -34.4966098), (148.9673491 -34.4929756), (148.9686526 -34.4895401), (148.9720805 -34.4843712), (148.9751704 -34.4813113), (148.9423104 -34.4841448), (148.9553094 -34.4889151), (148.9535803 -34.491873), (148.964782 -34.5025614), (148.9631195 -34.5052861), (148.9504116 -34.514153), (148.9615977 -34.5113521), (148.9624581 -34.514457), (148.9727116 -34.5145962), (148.9763046 -34.5315331), (148.9719147 -34.5385993), (148.9707397 -34.5414505), (148.9673491 -34.5439692), (148.9645603 -34.5486626), (148.9745195 -34.5746607), (148.9770768 -34.5777954), (148.9853681 -34.5714993), (148.9862029 -34.5676116), (148.9783031 -34.5825194), (148.9829394 -34.5884984), (148.9859194 -34.5933174), (148.9845641 -34.5975775), (148.9823611 -34.6005695), (149.0076618 -34.5557913), (149.0103959 -34.5502909), (149.0139329 -34.5466975), (148.9877154 -34.5404522), (148.9884021 -34.5442119), (148.9874993 -34.5473978), (148.9876582 -34.5503672), (148.978182 -34.6173742), (148.9823031 -34.6203686), (148.9807353 -34.6251897), (148.9790775 -34.6281679), (149.0062986 -34.7513283), (149.0054438 -34.7547271), (149.0013532 -34.7626632), (149.0010259 -34.7654855), (149.0013995 -34.7686005), (149.01346340706706 -34.76376523270206), (149.01397283924584 -34.76020332617536), (149.0145985 -34.7558945), (149.0164597 -34.753241), (149.0203393 -34.7506635), (149.0226967 -34.7549593), (149.0328550536998 -34.73696755569338))",{Vestas},{V162-6.0MW},,{6.0},,{66}
